FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.66344289,66344289,POINT (16.305610553465126 48.22836666868488),17,Alszeile,# Alsgasse,1128,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344303,66344303,POINT (16.39829966927557 48.26316536927096),21,Peitlgasse,1,2083,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344304,66344304,POINT (16.38241379137487 48.27469928559643),21,Josef Türk Gasse,ggü. 43,2840,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344305,66344305,POINT (16.312842979358546 48.21446643056684),16,Römergasse,# Arnethgasse,2404,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344306,66344306,POINT (16.396288807995386 48.266113640977984),21,Johannes-Fehring-Promenade,# Katsushikastraße,3043,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344307,66344307,POINT (16.389520603388654 48.26683885202761),21,Obergfellplatz,ggü. 4,2814,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344308,66344308,POINT (16.38759150805711 48.26909116968285),21,Jeneweingasse,34,0179,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344309,66344309,POINT (16.291854761513783 48.21241470347965),16,Johann-Staud-Straße,# Rolandweg,2188,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344310,66344310,POINT (16.30407610166633 48.21455473826859),16,Erdbrustgasse,ggü. 5,2412,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344311,66344311,POINT (16.396724398541444 48.148526894587825),10,Alaudagasse,# Laaer-Berg-Straße,1259,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344312,66344312,POINT (16.459858224075376 48.211828635548436),22,Am Mühlwasser,# Taramiskengasse,3580,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344313,66344313,POINT (16.37269516832596 48.19602277248368),4,Wohllebengasse,19,2122,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344314,66344314,POINT (16.37764198757383 48.1938107160105),4,Prinz-Eugen-Straße,32,1016,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344315,66344315,POINT (16.36372605936474 48.19536018911519),4,Waaggasse,17-19,0051,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344316,66344316,POINT (16.364770374147398 48.188095090763994),4,Wiedner Hauptstraße,79,0399,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344317,66344317,POINT (16.364870829516754 48.18877491950183),4,Wiedner Hauptstraße,82,0287,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344318,66344318,POINT (16.431503945170647 48.16250944333692),11,Neugebäudestraße,13,2489,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344319,66344319,POINT (16.435671900936693 48.16935613274568),11,Mitterweg,20,2592,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344320,66344320,POINT (16.40877835373234 48.182110252322495),11,Molitorgasse,# Rinnböckstraße,1348,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344321,66344321,POINT (16.469318526915274 48.16722391273839),11,Landwehrstraße,# Jedletzbergerstraße,2587,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344322,66344322,POINT (16.40146593072386 48.1557505645742),10,Palisagasse,# Senfgasse,3332,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344323,66344323,POINT (16.445386356285077 48.27017414080688),21,Dopschstraße,# Pastorstraße,0423,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344324,66344324,POINT (16.43245646827415 48.26268432216502),21,Kefedergrundgasse,# Leopoldauer Straße,3038,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341952,66341952,POINT (16.3212072737989 48.148558661257375),23,Altmannsdorfer Straße 168,,1628,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341953,66341953,POINT (16.355211388063815 48.231304853740056),9,Parkanlage Latschkagasse,,1627,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341954,66341954,POINT (16.36726503642596 48.22424097354407),9,Roßauer Lände ggü 29,,1631,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341955,66341955,POINT (16.367174330479624 48.22540927241466),9,Roßauer Lände/Höhe Glasergasse,,1630,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341956,66341956,POINT (16.449472278385546 48.155730816981354),11,PA Zehngrafweg,,1634,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341957,66341957,POINT (16.443634766491435 48.16097365832965),11,Schloß Neugebäude - Unterer Garten,,1636,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341958,66341958,POINT (16.444038686082358 48.161251728475285),11,Schloß Neugebäude - Unterer Garten,,1635,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341959,66341959,POINT (16.268052510750987 48.19646292832526),14,Cossmanngasse,,1667,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341960,66341960,POINT (16.27438557529424 48.181302391757214),13,Roter Berg Ost,,1668,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341961,66341961,POINT (16.455963067718873 48.275005721229114),21,Schererstraße/Oswald-Redlich-Straße,,1648,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341962,66341962,POINT (16.42248057951874 48.27624896851884),21,Pfendlergasse/Ruthnergasse LW,,1649,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341963,66341963,POINT (16.476796421386833 48.213336669816265),22,Wulzendorfstraße/Stavangergasse,,1650,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341964,66341964,POINT (16.316485844638084 48.221339938239424),16,Stöberplatz,,1651,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341965,66341965,POINT (16.274849365684958 48.18136744449387),13,Roter Berg Ost,,1669,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341966,66341966,POINT (16.281185120704738 48.19397713757663),14,Guldenpark,,1663,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341967,66341967,POINT (16.39254460361571 48.13962939426083),10,Hubert-Blamauer-Park,,1665,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341968,66341968,POINT (16.391671279279862 48.167628009023694),10,Moselgasse 2,,1666,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341969,66341969,POINT (16.409036875394765 48.24180623613793),22,Donaupark/Mispelweg/Donauturmstraße,,1658,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341970,66341970,POINT (16.424086644364305 48.278101478240536),21,Pfendlerwiese,,1672,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341971,66341971,POINT (16.415119879656267 48.20009995108956),2,Prater - Wasserwiese,,1664,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341972,66341972,POINT (16.41463428815658 48.21471547703189),2,Offenbachgasse (Wiese),,1653,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341973,66341973,POINT (16.41902618186884 48.24041148878793),22,Donaupark/Arbeiterstrandbadstraße ggü 93,,1655,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341974,66341974,POINT (16.416554011140196 48.24148459355029),22,Donaupark/Arbeiterstrandbadstraße ggü 91,,1654,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341975,66341975,POINT (16.414114610670296 48.242963321547734),22,Donaupark/Arbeiterstrandbadstraße ggü 91,,1652,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341976,66341976,POINT (16.455361117239107 48.27797020585812),21,Schererstraße/ Oswald-Redlich-Straße,,1674,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341977,66341977,POINT (16.365169495995854 48.179804727438295),10,Waldmüllerpark,,953,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341978,66341978,POINT (16.28011852599332 48.206725645768294),14,Steinhofer Park,,977,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341979,66341979,POINT (16.280509540728428 48.20611212454951),14,Steinhofer Park,,976,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341980,66341980,POINT (16.24923311758999 48.20233824943423),14,Ferdinand-Wolf-Park,,634,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341981,66341981,POINT (16.24997807227558 48.20235495834998),14,Ferdinand-Wolf-Park,,635,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341982,66341982,POINT (16.350310826817676 48.256874767014274),19,Franz-Mayer-Park,,989,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341983,66341983,POINT (16.24939014425699 48.202046402777476),14,Ferdinand-Wolf-Park,,636,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341984,66341984,POINT (16.38685629949069 48.15271854278063),10,Laaer Berger-Volkspark,,711,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341985,66341985,POINT (16.386932950254756 48.15279225854695),10,Laaer Berger-Volkspark,,712,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341986,66341986,POINT (16.262171952985767 48.16571457364476),13,PA Lainzerbachstraße,,866,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341987,66341987,POINT (16.349838241595773 48.1537796744057),10,Johann-Benda-Park,,867,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341988,66341988,POINT (16.35344132441502 48.15354756487032),10,Johann-Benda-Park,,900,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341989,66341989,POINT (16.40506811590022 48.19267444289548),3,PA Baumgasse,,908,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341990,66341990,POINT (16.398416915843214 48.252205168640565),21,PA Bodenstedtgasse,,1723,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341991,66341991,POINT (16.325407009576036 48.16154238632828),12,PA Am Schöpfwerk,,919,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341992,66341992,POINT (16.36680851723629 48.22571928951355),9,Treppelweg - Roßauer Lände,,972,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341993,66341993,POINT (16.462386740261717 48.15589744120998),11,Parkanlage Paulasgasse,,612,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341994,66341994,POINT (16.44027434830762 48.266641444828664),21,Donauschwabenpark,,799,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341995,66341995,POINT (16.44889010679402 48.24853639497441),22,Parkanlage Kagraner Platz,,766,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341996,66341996,POINT (16.392211611221132 48.19149711999665),3,Leon-Zelman-Park,,573,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341997,66341997,POINT (16.393205243536556 48.190903191811145),3,Leon-Zelman-Park,,574,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341998,66341998,POINT (16.42575061205244 48.17691303744941),11,PA Lautenschlägergasse,,725,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341999,66341999,POINT (16.393386823155296 48.17118946809884),10,PA Quellenstraße,,653,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342000,66342000,POINT (16.395192278615134 48.17224456692385),10,PA Quellenstraße,,654,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342001,66342001,POINT (16.379164901181298 48.202679724001094),3,Stadtpark,,534,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342002,66342002,POINT (16.45592393556174 48.155633928583406),11,PA Herretweg,,1874,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342003,66342003,POINT (16.399013755971932 48.2485180660796),21,Bahndammweg-Hundeauslaufzone,,1632,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342004,66342004,POINT (16.35110781906772 48.211965865238646),8,Schönbornpark (Hundezone),,1644,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342005,66342005,POINT (16.253053515586203 48.20193984965711),14,Ferdinand-Wolf-Park,,650,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342006,66342006,POINT (16.44181499178967 48.241242742106785),22,Dolfi-Gruber-Weg,,1645,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342007,66342007,POINT (16.442379140958426 48.24108647848802),22,Dolfi-Gruber-Weg,,1646,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342008,66342008,POINT (16.36637679975867 48.226152677004976),9,Roßauer Lände,,1604,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342009,66342009,POINT (16.291608697667247 48.15307434667151),23,Endemanngasse,,1675,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342010,66342010,POINT (16.327250397521194 48.18183786958679),12,Theresienbadpark (Hundezone),,748,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342751,66342751,POINT (16.389598977916016 48.28645755184691),21,Mühlweg,# Fritz-Kandl-Gasse,2369,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342752,66342752,POINT (16.352116304909078 48.23012245214206),9,Ayrenhoffgasse,9,1175,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342753,66342753,POINT (16.35058063057048 48.22920576408372),9,Währinger Gürtel,ggü. 142,2786,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342754,66342754,POINT (16.349858223312125 48.22593884268131),9,Währinger Gürtel,ggü. 106-108,2518,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342755,66342755,POINT (16.35666255594538 48.2204838690204),9,Währinger Straße,38,1202,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342756,66342756,POINT (16.359128988917185 48.18945771997268),5,Gartengasse,13,3666,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342757,66342757,POINT (16.32504593597617 48.200733250081015),15,Stutterheimstraße,2,2627,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342758,66342758,POINT (16.362135548759632 48.22698130750981),9,Spittelauer Platz,1,1204,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342759,66342759,POINT (16.35698908501621 48.22914423796775),9,Marktgasse,62,3801,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342760,66342760,POINT (16.311168371374645 48.225260214657894),17,Hernalser Hauptstraße,# Kainzgasse,1164,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342761,66342761,POINT (16.29362145298954 48.230205951991316),17,Promenadegasse,16,112,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342762,66342762,POINT (16.285269472691407 48.235209416025604),17,Leopold Stockert Platz,1,1149,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342763,66342763,POINT (16.290689809821533 48.23540253012185),17,Neuwaldegger Straße,ggü. 1,3185,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342764,66342764,POINT (16.280887273257758 48.24005320426262),17,Neuwaldegger Straße,57,3187,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342765,66342765,POINT (16.286648106141634 48.22934639949803),17,Scvhrammelgasse,109,3202,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342766,66342766,POINT (16.304370657923656 48.225581429480606),17,Braungasse,# Curlandgasse,1140,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342767,66342767,POINT (16.28088074598353 48.22797259033934),17,Trenkwaldgasse,27,1135,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342768,66342768,POINT (16.38998671009169 48.20693599414199),3,Marxergasse,13,3684,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342769,66342769,POINT (16.284282101181045 48.16279209208371),13,Riedelgasse,# Meilergasse,3513,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342770,66342770,POINT (16.410238076740633 48.27865275206035),21,Brünner Straße,138-140,3640,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
