FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.66341931,66341931,POINT (16.39856757760987 48.225829233246124),2,Rudolf-Bednar-Park/Fanny-Mintz-Gasse,,1586,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341932,66341932,POINT (16.289263358211812 48.182094968356594),13,Franz-Schalk-Platz ggü. 14,,1592,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341933,66341933,POINT (16.28562769915892 48.180513868068225),13,Alois-Kraus-Promenade,,1591,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341934,66341934,POINT (16.295140431344734 48.23079946472128),17,Alszeile 137,,1601,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341935,66341935,POINT (16.338315621141287 48.18712967978309),12,Dunklergasse-Harthausergasse (Hundezone),,719,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341936,66341936,POINT (16.32555056858717 48.16306489384655),12,Miep-Gies-Park (Hundezone),,1552,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341937,66341937,POINT (16.326565760895544 48.16503979406519),12,Miep-Gies-Park,,1553,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341938,66341938,POINT (16.35225958718588 48.193628547198344),6,Richard-Waldemar-Park,,986,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341939,66341939,POINT (16.30363872112977 48.19641659103307),14,Matzner-Park/ Märzstraße,,898,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341940,66341940,POINT (16.290903072532647 48.22509409040917),17,Andergasse/ Franz-Glaser-Gasse,,897,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341941,66341941,POINT (16.44198284815122 48.245857319214416),22,Steigenteschg./ Komzakgasse - Jakob-Rosenfeld-Park,,737,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341942,66341942,POINT (16.43660743136981 48.246663251038555),22,Anton-Sattler-Gasse 91/ Steigenteschgasse 1,,988,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341943,66341943,POINT (16.4909386475832 48.21428699266645),22,Benjowskygasse/ Lobaugasse,,978,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341944,66341944,POINT (16.49032689078507 48.214603928903415),22,Benjowskygasse/ Lobaugasse,,979,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341945,66341945,POINT (16.3625986264082 48.229780284035556),9,Spittelauer Lände/Alexander-Nehr-Gasse,,1619,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341946,66341946,POINT (16.367736141625247 48.223480783299195),9,Roßauer Lände/Simens-Nixdorf-Steg,,1618,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341947,66341947,POINT (16.322069452958907 48.1456135902813),23,Altmannsdorfer Straße 180,,1629,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341948,66341948,POINT (16.37328624642033 48.19953250555862),4,Resselpark (Hundezone),,1621,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341949,66341949,POINT (16.37291059231217 48.19954984119658),4,Resselpark (Hundezone),,1620,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341950,66341950,POINT (16.413057725191212 48.1815224242988),11,Hyblerpark (Hundezone),,1626,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341951,66341951,POINT (16.412936701079158 48.181445192840094),11,Hyblerpark (Hundezone),,1625,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342702,66342702,POINT (16.3274127919405 48.18464086148845),15,Pillergasse,18,2914,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342703,66342703,POINT (16.46464004276478 48.19480718329424),22,Raffineriestraße,"bei Kilometer 1,7",2893,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342704,66342704,POINT (16.462560471312987 48.217360657931835),22,Wulzendorfstraße,# Glockenblumengasse,2333,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342705,66342705,POINT (16.520411102907246 48.23106832564379),22,Wolfgang-Mühlwanger-Straße,# Seiseneggergasse,3595,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342706,66342706,POINT (16.42122494835323 48.225280709051454),22,Am Kaisermühlendamm,,2936,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342707,66342707,POINT (16.513732080217903 48.20170172036336),22,Reinholdgasse,ggü. Löwensteingasse,3118,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342708,66342708,POINT (16.378208673276365 48.21709675590506),2,Tandelmarktgasse,# Große Sperlgasse,0015,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342709,66342709,POINT (16.383255928003557 48.21491026679936),2,Komödiengasse,# Zirkusgasse,0272,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342710,66342710,POINT (16.406830589368255 48.152011553017225),10,Filmteichstraße ,bei Eingang Musterhäuser,2133,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342711,66342711,POINT (16.52326574523449 48.205015864909285),22,Raphael-Donner-Allee,74,2335,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342712,66342712,POINT (16.534580851357262 48.20815435856534),22,Englisch-Feld-Gasse,ggü. 19,3085,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342713,66342713,POINT (16.35028261611941 48.210512622129386),8,Jodok-Fink-Platz,ggü. 50,3208,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342714,66342714,POINT (16.35170797417286 48.2441708270163),19,Nusswaldgasse,11,2442,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342715,66342715,POINT (16.51093171332011 48.21558569444119),22,Rosthorngasse,# Josefina-Hawelka-Weg,2907,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342716,66342716,POINT (16.351050259370414 48.21062682885893),8,Maria-Treu-Gasse,4,2264,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342717,66342717,POINT (16.35029493040481 48.243253212399985),19,Seleskowitschgasse,# Max-Patet-Weg,2980,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342718,66342718,POINT (16.339415148064468 48.2085166819693),8,Blindengasse,2,3228,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342719,66342719,POINT (16.392079081353806 48.264883050890354),21,Voltagasse,67,3849,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342720,66342720,POINT (16.52632749488833 48.21105982750728),22,Klara-Blum-Gasse,4,3584,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342721,66342721,POINT (16.298860863499243 48.145236273514776),23,Josef-Österreicher-Gasse,12,3457,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342722,66342722,POINT (16.450782020681128 48.25597435676842),22,Ferdinand-Stransky-Weg,ggü. Pfarramt,482,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342723,66342723,POINT (16.41802979789708 48.23168897672464),22,Am Kaiserwasser,# Weissauweg,3740,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342724,66342724,POINT (16.449058088727348 48.252886754174106),22,Haberergasse,ggü. 2,3576,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342725,66342725,POINT (16.46530639413237 48.26296375179227),22,Percostraße,2,3098,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342726,66342726,POINT (16.483220990837797 48.25153503836413),22,Breitenleer Straße,179,2511,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342727,66342727,POINT (16.478071887310858 48.24775587604975),22,Bibernellweg,7,2910,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342728,66342728,POINT (16.459510203049838 48.254322445721726),22,Obachgasse,2,2417,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342729,66342729,POINT (16.428544940846884 48.24043315709208),22,Anton-Sattler-Gasse,# Franz-Loidl-Gasse,3092,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342730,66342730,POINT (16.437120984154394 48.23946662495253),22,Donaustadtstraße,# Schrötelgasse,1393,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342731,66342731,POINT (16.450163168164657 48.24002469624582),22,Larwingasse,3,2614,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342732,66342732,POINT (16.46606100978153 48.223193649879505),22,Reclamgasse,# Straßäckergasse,1359,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342733,66342733,POINT (16.453272852698312 48.22863602369633),22,Hohenfeldgasse,2,1373,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342734,66342734,POINT (16.307911070353438 48.25030893057014),19,Krottenbachstraße,202,3562,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342735,66342735,POINT (16.322956900342003 48.2434788968884),19,Silvaraweg,2,2979,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342736,66342736,POINT (16.340048034802567 48.241847720795754),19,Friedlgasse,14,2289,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342737,66342737,POINT (16.337423944828167 48.23943334820621),19,Telekygasse,14,0292,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342738,66342738,POINT (16.363207341969954 48.22110783819829),9,Müllnergasse,19,1092,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342739,66342739,POINT (16.362726672750412 48.21953003932258),9,Porzellangasse,10,3367,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342740,66342740,POINT (16.38488518099242 48.17626396252746),10,Erlachgasse,# Steudelgasse,2302,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342741,66342741,POINT (16.379257130005833 48.180777081322425),10,Raaber-Bahn-Gasse,# Sonnwendgasse,2117,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342742,66342742,POINT (16.378574443134966 48.17441130662571),10,Reumannplatz,23,2301,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342743,66342743,POINT (16.31522476465249 48.22284724118582),17,Heigerleinstraße,82,3726,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342744,66342744,POINT (16.47454266539565 48.22177245831912),22,Erz Herzog Karl Straße,214,3774,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342745,66342745,POINT (16.43349258557116 48.25833969871646),21,Viehtriftgasse,' Satzingerweg,0186,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342746,66342746,POINT (16.36459836184402 48.22330388397016),9,D'Orsay-Gasse,10,0261,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342747,66342747,POINT (16.356330707262632 48.23054896526527),9,Liechtensteinstraße,112,2778,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342748,66342748,POINT (16.356668031470125 48.22811644633264),9,Salzergasse,44,3363,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342749,66342749,POINT (16.3570422470654 48.22715051033392),9,Salzergasse,26-30,3364,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342750,66342750,POINT (16.36079119482334 48.221896680676835),9,Porzellangasse,33A,3368,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343495,66343495,POINT (16.325989560338886 48.21974390042016),17,Hernalser Hauptstraße,106,2351,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343496,66343496,POINT (16.32480461867101 48.22010483986078),17,Hernalser Hauptstraße,111,2355,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343497,66343497,POINT (16.321983215552073 48.22000687012631),17,Sautergasse,9,3230,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343498,66343498,POINT (16.324115637620018 48.21686142489619),17,Geblergasse,101,2270,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343499,66343499,POINT (16.510319762108537 48.20881874128758),22,Arztgasse,105,2598,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343500,66343500,POINT (16.47446888225298 48.234764947020295),22,Schrebergasse,# Layerweg,3105,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343501,66343501,POINT (16.48964436842198 48.214305534627506),22,Hoechlegasse,# Benjowskigasse,1386,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343502,66343502,POINT (16.474615747624217 48.208855501989454),22,Mühlwasserpromenade,Einfahrt Parkplatz (Sackgasse),3600,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343503,66343503,POINT (16.408916455038327 48.19466300855774),3,Erdbergstraße,127,1351,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343504,66343504,POINT (16.39147937390746 48.19930436920882),3,Neulinggasse,10,1318,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343505,66343505,POINT (16.277992782339464 48.14681784640763),23,Binagasse,# Haymogasse,3003,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343506,66343506,POINT (16.287018257439808 48.15011318787525),23,Stenographengasse,ggü. 4,2711,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343507,66343507,POINT (16.297932742189843 48.147899465572515),23,Breitenfurter Straße,ggü. 222,3490,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343508,66343508,POINT (16.255424437456977 48.133780284142354),23,Ketzergassse,396,2363,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343509,66343509,POINT (16.257913110034956 48.136396511497125),23,Willergasse,# Ambrosweg,1276,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343510,66343510,POINT (16.239595469001355 48.13778904382513),23,Breitenfurter Straße,# Loderweg,3014,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343511,66343511,POINT (16.245828934537748 48.135547620672575),23,Promenadeweg,# Mackgasse,3481,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343512,66343512,POINT (16.333849734988785 48.25438031420207),19,Aslangasse,43-47,3352,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343513,66343513,POINT (16.425373043174716 48.29693289870577),21,Stammersdorfer Straße,ggü. 173,2054,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343514,66343514,POINT (16.29616314560305 48.194394608674756),14,Linzer Straße,146,3297,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343515,66343515,POINT (16.377283482420207 48.24701436968107),20,Kapaunplatz,# Aignerstraße,0360,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343516,66343516,POINT (16.375037100179107 48.24708521741924),20,Leystraße,19-21,0031,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343517,66343517,POINT (16.374718159334307 48.24940652171452),20,Schonauergasse,ggü. 2,1194,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343518,66343518,POINT (16.389065282163216 48.23761378565261),20,Wehlistraße,88-98,0030,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343519,66343519,POINT (16.379039959366136 48.24008226399949),20,Stromstraße,# Pasettistraße,0352,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343520,66343520,POINT (16.37725303056537 48.24169633640489),20,Pasettistraße,ggü. 23,2987,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343521,66343521,POINT (16.374834489384924 48.23809729080832),20,Stromstraße,18-20,1192,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343522,66343522,POINT (16.349533213589602 48.19819781991433),7,Mariahilfer Straße,72,3747,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343523,66343523,POINT (16.50041458420937 48.22447210969328),22,Maria-Tusch-Straße,13,3771,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343524,66343524,POINT (16.276898902899045 48.1721157209034),13,Wolkersbergenstraße,ggü. 42-46,2542,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343525,66343525,POINT (16.418249080442592 48.273324286226995),21,Wankläckergasse,# Lamarckgasse,2524,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343526,66343526,POINT (16.42940259140528 48.280432076063285),21,Katharina Scheiter Gasse,ggü. 6,2842,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343527,66343527,POINT (16.418594116574397 48.28869538951137),21,Anton-Schall-Gasse,8,2371,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343528,66343528,POINT (16.44901873913142 48.284549154063164),21,Kainachgasse,ggü. 20,3031,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343529,66343529,POINT (16.442551124570315 48.2805469683202),21,Lavantgasse,# Hartwig-Balzen-Gasse,2798,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343530,66343530,POINT (16.40056967395361 48.283771066853426),21,Steinamangergasse,ggü. 14,2791,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343531,66343531,POINT (16.34835228959291 48.13983731018667),23,Aidagasse,2,3467,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343532,66343532,POINT (16.350794343759713 48.143940606515095),23,Vösendorfer Straße,54,3557,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343533,66343533,POINT (16.25319575890328 48.174639136350294),13,Wlassakstraße,Bei Parzelle 42,1019,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343534,66343534,POINT (16.272462346418752 48.16377773496505),13,Anautorgasse,# Eyslergasse,2345,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343535,66343535,POINT (16.313008186031002 48.201899293069296),14,Draskovichgasse,# Schanzstraße,2395,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343536,66343536,POINT (16.310017114847252 48.19833761112193),14,Meiselstraße,70A,0146,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343537,66343537,POINT (16.29833938120074 48.20251468964091),14,Breitenseer Straße,110,2393,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343538,66343538,POINT (16.30468903095034 48.20472347665276),14,Josef-Weinheber-Platz,4,1441,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343539,66343539,POINT (16.30715233464784 48.19591598108284),14,Goldschlagstraße,153,0303,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343540,66343540,POINT (16.304433063145254 48.198336413898225),14,Hütteldorfer Straße,153,0308,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343541,66343541,POINT (16.311785163529326 48.1915994806209),14,Cumberlandstraße,2,1483,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343542,66343542,POINT (16.314313553652116 48.190168955798406),14,Penzinger Straße,4,1412,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343543,66343543,POINT (16.279300056362604 48.19676321748148),14,Felbigergasse,115,1488,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344282,66344282,POINT (16.392332987182872 48.28452051063268),21,Graedenerweg,beim KGV Therapiegarten,0432,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344283,66344283,POINT (16.398690411702248 48.26470851384561),21,Bahnsteggasse,ggü. 15,2082,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344284,66344284,POINT (16.362627138662894 48.17697381054064),10,Sonnleithnergasse,30,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344285,66344285,POINT (16.288490516468183 48.20788531863275),16,Kallinagasse,# Schreckergasse,0437,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344286,66344286,POINT (16.36887517829886 48.233676711804684),20,Pappenheimgasse,ggü. 31,0374,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
